stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type
16214,16214,Carrera 4 Sur No 99C Esq,10.933107,-74.831785,,0
16215,16215,Carrera 4 Sur No 99-47,10.932843,-74.830757,,0
16216,16216,Carrera 4 sur No 96 - 12,10.932843,-74.82795,,0
16217,16217,Carrera 4 sur No. 91-40,10.932773,-74.826117,,0
16218,16218,Calle 91 No. 1-32,10.934797,-74.825275,,0
16220,16220,Carrera 2C No. 92-50,10.93739,-74.826528,,0
16221,16221,Calle 94 No. 3A-42,10.93944,-74.826802,,0
16222,16222,Calle 94 con carrera 4B esq,10.941622,-74.826662,,0
16601,16601,Tv 14 sur con calle 45,10.93025,-74.799877,,0
16602,16602,Tv 14 sur con calle 45H,10.93041,-74.801802,,0
16603,16603,Carrera 6 sur con calle 46F esq,10.93014,-74.803898,,0
16604,16604,Carrera 6 sur con calle 47 esq,10.929058,-74.805548,,0
16605,16605,Carrera 6 sur con Cll47B,10.927633,-74.807463,,0
16606,16606,Carrera 6 sur con calle 48F,10.926347,-74.810113,,0
16607,16607,Calle 49 con carrera 5B sur,10.927535,-74.810925,,0
16608,16608,Calle 49 con carrera 3 sur,10.929263,-74.810445,,0
16609,16609,Carrera 1 con calle 48C ,10.93091,-74.809012,,0
16610,16610,Carrera 1 No. 47B-03 ,10.930875,-74.807262,,0
16611,16611,Calle 47 No. 3A sur - 18,10.929378,-74.805965,,0
16613,16613,Carrera 7 sur No. 46-29,10.927993,-74.803052,,0
16614,16614,Calle 46 con carrera 1 sur esq,10.930078,-74.802598,,0
16616,16616,Carrera 1E  Calle 45 Metrocentro,10.931807,-74.799743,,0
17101,17101,Carrera 46 No. 76-68,10.99712,-74.81069,,0
17102,17102,Carrera 46 no. 79-204,10.998975,-74.813827,,0
17103,17103,Carrera 46 No. 81-102,11.000343,-74.816172,,0
17104,17104,Carrera 46 No. 84-126,11.002042,-74.820122,,0
17105,17105,Carrera 46 con calle 90 Uniautonoma,11.00344,-74.824065,,0
17106,17106,Carrera 46 No. 93-44 El Corral,11.005222,-74.827978,,0
17109,17109,Carrera 43 No. 98-86,11.003392,-74.833915,,0
17117,17117,Carrera 46 No. 85-163,11.002598,-74.822492,,0
17118,17118,Carrera 46 No. 82-205,11.001358,-74.818477,,0
17119,17119,Carrera 46 No. 80-211,11.00018,-74.816023,,0
17120,17120,Carrera 46 No. 79-175,10.998798,-74.8136,,0
17121,17121,Carrera 46 No. 76-109,10.997237,-74.810953,,0
17123,17123,Calle 93 con Carrera 42F,11.000185,-74.829543,,0
17124,17124,Calle 93 con Carrera 42C,10.997755,-74.830443,,0
17125,17125,Calle 96 con Calle 96A,10.999927,-74.83129,,0
17126,17126,Calle 97 Con Carrera 42G1,11.001248,-74.832198,,0
17127,17127,Calle 98 Con Carrera 42G2,11.002163,-74.833437,,0
17128,17128,Carrera 42G1 Con Calle 100,11.005243,-74.835023,,0
17129,17129,Calle 100 con Carrera 44,11.006995,-74.834242,,0
17131,17131,Calle 93 con Carrera 49C,11.00661,-74.826237,,0
17132,17132,Calle 93 con Carrera 45B,11.004145,-74.827102,,0
17516,17516,Carrera 24 Con Calle 44A,10.921272,-74.798632,,0
18202,18202,Calle 79 No. 47-10,10.99878,-74.811612,,0
18205,18205,Calle 79 No. 55-154,11.006527,-74.80679,,0
18206,18206,Calle 79 No. 57-190,11.008503,-74.805203,,0
18207,18207,Carrera 60 con calle 77B,11.008373,-74.80206,,0
18208,18208,Calle 77 No. 62-40,11.008762,-74.800668,,0
18209,18209,Calle 77 con carrera 68,11.011585,-74.798637,,0
18210,18210,Calle 77 con carrera 71,11.012723,-74.797825,,0
18211,18211,Calle 77 con via 40,11.015658,-74.79568,,0
18212,18212,Calle 76 con via 40,11.014287,-74.794432,,0
18213,18213,Calle 76 con carrera 72,11.012275,-74.795943,,0
18215,18215,Calle 76 con carrera 60,11.007005,-74.799925,,0
18216,18216,Calle 76 con carrera 57,11.005315,-74.80228,,0
18217,18217,Calle 76 con carrera 53,11.002982,-74.805475,,0
18218,18218,Calle 76 No. 50-13,11.000677,-74.808055,,0
18219,18219,Calle 76 No. 47-57,10.997883,-74.809325,,0
18303,18303,Calle 53 con carrera 52,10.991605,-74.789192,,0
18304,18304,Carrera 54 con calle 54,10.992878,-74.790672,,0
18305,18305,Carrera 54 No. 58-78,10.993478,-74.79223,,0
18306,18306,Carrera 54 No. 59-144,10.995495,-74.79417,,0
18307,18307,Carrera 58 No. 64-162,10.997355,-74.795488,,0
18308,18308,Carrera 58 No. 70-66,11.000753,-74.798018,,0
18309,18309,Carrera 58 No. 74-138,11.003948,-74.800405,,0
18311,18311,Calle 76 con carrera 55,11.004092,-74.803937,,0
18312,18312,Carrera 54 No. 75-119,11.002838,-74.804682,,0
18313,18313,Carrera 54 No. 72-73,10.999658,-74.802185,,0
18314,18314,Carrera 54 No. 68-189,10.997763,-74.799103,,0
18315,18315,Carrera 54 con calle 64,10.995947,-74.795302,,0
18316,18316,Carrera 54 No. 55-147,10.99349,-74.792297,,0
18317,18317,Calle 54 con carrera 53,10.992122,-74.790332,,0
18400,18400,Calle 98 con carrera 52B Buenavista,11.012738,-74.827418,,0
18401,18401,Carrera 51B con calle 100 Sur,11.012123,-74.832183,,0
18402,18402,Carrera 51B con Calle 106 Makro,11.014585,-74.836222,,0
18403,18403,Carrera 51B con Calle 108,11.015277,-74.837222,,0
18404,18404,Colegio Aleman Norte,11.017895,-74.860823,,0
19101,19101,Calle 74 No. 49B-40,10.99855,-74.805238,,0
19104,19104,Carrera 53 con calle 78 Villa Country,11.003743,-74.806597,,0
19105,19105,Carrera 53 con calle 80,11.005328,-74.810978,,0
19106,19106,Carrera 53 con calle 82,11.006475,-74.814095,,0
19107,19107,Carrera 53 No. 82-268,11.00714,-74.815575,,0
19108,19108,Carrera 53 con calle 85,11.008348,-74.817602,,0
19109,19109,Carrera 53 con calle 89,11.010818,-74.819605,,0
19110,19110,Carrera 53 No. 91-60,11.012323,-74.822093,,0
19111,19111,Carrera 53 con calle 94,11.013023,-74.823975,,0
19117,19117,Colegio Karl C. Parrish Antigua Via Puerto Colomb,11.016592,-74.842927,,0
19118,19118,Colegio Sagrado Corazon Antigua Via Puerto Colomb,11.016593,-74.844647,,0
19119,19119,Cementerio Jardines del Recuerdo Antigua Via Puer,11.016558,-74.846957,,0
19120,19120,Universidad del Norte Ant Via Puerto Colombia nor,11.017378,-74.85142,,0
19121,19121,Colegio Internacional Britanico - nor occidente,11.016952,-74.858197,,0
19122,19122,Entrada Av. Las Dunas-Villa Campestre Antigua Via,11.018218,-74.861758,,0
19123,19123,Universidad San Martin Ant Via Puerto Colombia nor,11.019137,-74.866495,,0
19124,19124,Conj. Residencial Ciudad del Mar Antigua Via Puer,11.019798,-74.868677,,0
19125,19125,Frente Univ. Antonio Narino Antigua Via Puerto Co,11.020212,-74.870723,,0
19126,19126,Calle 14 No. 27-09,11.021062,-74.872657,,0
19127,19127,Calle 14 con carrera 25 oriente,11.022928,-74.87116,,0
19128,19128,Calle 14 No. 20-179 oriente,11.025127,-74.869367,,0
19129,19129,Calle 14 No. 16-128,11.027703,-74.86723,,0
19130,19130,Calle 14 No. 13-55,11.029703,-74.865677,,0
19131,19131,Carrera 10 No. 14-30 noroccidente,11.032765,-74.864922,,0
19132,19132,Carrera 10 No. 15-224,11.033162,-74.867252,,0
19133,19133,Carrera 13 No. 14-32,11.032433,-74.869145,,0
19134,19134,Calle 19C con carrera 17E,11.031913,-74.871667,,0
19135,19135,Calle 22 No. 17-09,11.032975,-74.873033,,0
19136,19136,Carrera 10 con calle 20A,11.033623,-74.871552,,0
19137,19137,Carrera 19 con calle 17A,11.03178,-74.870542,,0
19138,19138,Calle 17 No. 10-51,11.032745,-74.867957,,0
19140,19140,Calle 14 No. 14-46,11.029468,-74.865863,,0
19141,19141,Calle 14 con carrera 16 Esc. Pies Descalzos,11.027867,-74.867155,,0
19142,19142,Calle 14 con carrera 20 Frente Gym Master,11.025103,-74.869412,,0
19143,19143,Calle 14 con carrera 25 occidente,11.023143,-74.871013,,0
19144,19144,Calle 14 con carrera 26 Sal. Urb La Playa,11.021085,-74.872673,,0
19145,19145,Universidad el Atlantico Antigua Via Puerto Colom,11.020047,-74.871292,,0
19146,19146,Ciudad del MarAntigua Via Puerto Colombia,11.019658,-74.868687,,0
19147,19147,Universidad San Martin Ant Via Puerto Colombia sur,11.019388,-74.866568,,0
19148,19148,Villa Campestre Antigua Via Puerto Colombia,11.018168,-74.861993,,0
19149,19149,Colegio Aleman Antigua Via Puerto Colombia,11.017167,-74.85997,,0
19150,19150,Colegio Internacional Britanico - sur oriente ,11.016952,-74.858197,,0
19151,19151,Universidad del Norte Ant Via Puerto Colombia sur,11.017333,-74.85048,,0
19152,19152,Muebles Picapiedras Antigua Via Puerto Colombia,11.016517,-74.848205,,0
19153,19153,Zona franca en Salud Antigua Via Puerto Colombia,11.016475,-74.844917,,0
19154,19154,Urvisa Antigua Via Puerto Colombia,11.016433,-74.842783,,0
19155,19155,Carrera 51B con calle 106,11.01449,-74.836172,,0
19156,19156,Carrera 51B con calle 102,11.013192,-74.834267,,0
19157,19157,Carrera 51B con calle 100,11.012022,-74.832263,,0
19158,19158,Carrera 51B No. 96A-73,11.01076,-74.8279,,0
19159,19159,Carrera 51B No. 93-63,11.009725,-74.825715,,0
19160,19160,Carrera 51B con calle 90,11.008237,-74.822572,,0
19161,19161,Carrera 51B con calle 86,11.006927,-74.819753,,0
19162,19162,Carrera 51B con calle 84,11.005948,-74.81763,,0
19163,19163,Carrera 51B No. 82-43,11.00467,-74.814615,,0
19164,19164,Carrera 51B No. 79-105,11.003023,-74.810265,,0
19165,19165,Carrera 51B No. 76-85,11.002193,-74.80799,,0
19166,19166,Calle 76 con carrera 49B,10.999515,-74.808557,,0
19167,19167,Carrera 10 Con calle 15 Iglesia Cristo Resucitado,11.032835,-74.865713,,0
20002,20002,Carrera 14 Con Calle 63 Olimpica,10.909228,-74.798492,,0
20003,20003,Carrera 14 Con Calle 59 Entrada Barrio Nuevo Milen,10.908877,-74.795947,,0
20005,20005,Calle 54 Con Carrera 13B El Gran Percal,10.906455,-74.791893,,0
20006,20006,Calle 54 Con Carrera 11B,10.905077,-74.791623,,0
20007,20007,Carrera 11 Con Calle 52 Siete Bocas,10.905058,-74.789035,,0
20008,20008,Carrera 11 Con Calle 49 Iglesia Testigos de Jehova,10.905652,-74.78593,,0
20014,20014,Calle 37 Con Carrera 7,10.900177,-74.779435,,0
20015,20015,Calle 37 Con Carrera 8B,10.901977,-74.778077,,0
20016,20016,Calle 37 Con  Carrera 11,10.904057,-74.776595,,0
20020,20020,Calle 43 Con Carrera 13,10.908305,-74.780645,,0
20021,20021,Carrera 14 Con Calle 43B,10.909352,-74.781268,,0
20025,20025,Carrera 13B Con Calle 54 El Gran Percal,10.90664,-74.791577,,0
20026,20026,Calle 54 No. 14 - 110,10.910017,-74.792017,,0
20027,20027,Carrera 15 Con Calle 54 Sisben Soledad,10.910387,-74.792935,,0
20028,20028,Carrera 15 Con Calle 59 Entrada Barrio Pta De Oro,10.910698,-74.79516,,0
20029,20029,Carrera 15 Con Calle 63 Villa Linda,10.911055,-74.797862,,0
20050,20050,Carrera 40 No. 43 -07,10.980727,-74.784815,,0
20051,20051,Carrera 40 No. 40 - 37,10.980393,-74.78266,,0
20054,20054,Carrera 43 No. 50 - 12 Parque Central,10.98387,-74.789823,,0
20055,20055,Carrera 43 No. 53 ESQUINA,10.984443,-74.791898,,0
20056,20056,Calle 54 No. 41 - 77 Colegio Colon,10.983602,-74.793173,,0
20057,20057,Carrera 41 No. 52 - 69 Torres Don Alejo,10.982653,-74.79298,,0
20058,20058,Carrera 41 No. 50 - 43,10.982158,-74.790298,,0
20100,20100,Calle 65 Con Carrera 12 Ciudad Transmetro,10.904125,-74.802113,,0
20101,20101,Calle 65 Con Carrera 8 Esq. Los loteros,10.901335,-74.802702,,0
20102,20102,Entrada Ciudad Camelot,10.899415,-74.803115,,0
20103,20103,Entrada Barrio Candelaria,10.895393,-74.803785,,0
20104,20104,Calle 63 Con Carrera 5 Ent. 1 La Central,10.891485,-74.80419,,0
20114,20114,Entrada Villa Sol,10.889405,-74.803507,,0
20115,20115,Entrada Las Cometas,10.891925,-74.804013,,0
20117,20117,Entrada Barrio Villa Carmen,10.8988,-74.803067,,0
20118,20118,Calle 65 Con Carrera 8 Esq. Los Loteros 2,10.900938,-74.802592,,0
20119,20119,Entrada Barrio Manantial,10.904042,-74.801957,,0
20157,20157,Carrera 23A Con Calle 75B Esq.,10.920595,-74.808545,,0
20158,20158,Carrera 23A No. 76B - 14,10.920482,-74.810165,,0
20159,20159,Calle 77 Con Carrera 23D Esq.,10.921232,-74.811647,,0
20160,20160,Calle 79 No. 23B - 03,10.920642,-74.812593,,0
20161,20161,Calle 79 No. 21B - 15,10.919298,-74.814007,,0
20162,20162,Calle 79 No. 19 - 15,10.918085,-74.815278,,0
20164,20164,Calle 83 No. 17-65,10.917762,-74.819767,,0
20165,20165,Calle 83 No. 15-23,10.916053,-74.820395,,0
20166,20166,Carrera 12D Con Calle 84 Esq.,10.914445,-74.822835,,0
20167,20167,Calle 85 Con Carrera 13 Esq,10.915385,-74.822948,,0
20169,20169,Calle 83 No. 17- 62,10.91773,-74.81973,,0
20170,20170,Calle 81 No. 18C - 46,10.918757,-74.817398,,0
20171,20171,Calle 81 No. 19A - 22,10.919753,-74.816382,,0
20172,20172,Calle 81 No. 21C - 26,10.920972,-74.81515,,0
20173,20173,Carrera 22B No. 79 - 15,10.9201,-74.813373,,0
20174,20174,Calle 77 No. 23A - 15,10.920498,-74.811695,,0
20175,20175,Carrera 23A Con Calle 76B Esq,10.920475,-74.810265,,0
20176,20176,Carrera 23A No. 74C - 03,10.920597,-74.807845,,0
20177,20177,Carrera 15 sur No. 47C - 39,10.922763,-74.806577,,0
20178,20178,Carrera 15 Sur Con Calle 46H,10.922855,-74.804867,,0
20179,20179,Av. Circunvalar 67B Puente Peat. Velodromo,10.923185,-74.801615,,0
20180,20180,Carrera 23B Con Calle 64,10.921123,-74.799947,,0
20200,20200,Carrera 11 Calle 44A Esq. Col. Club de Leones,10.906417,-74.781622,,0
20203,20203,Calle 37 Con Carrera 8B Norte,10.901938,-74.778177,,0
20205,20205,Calle 37 Con Carrera 5B Esq.,10.899127,-74.781407,,0
20222,20222,Calle 48 No. 23-29,10.967455,-74.794725,,0
20223,20223,Carrera 23 No. 52-32,10.968305,-74.796838,,0
20224,20224,Carrera 23 con calle 53D esq,10.969852,-74.79902,,0
20225,20225,Carrera 21B con calle 53D Esq,10.96836,-74.800675,,0
20226,20226,Carrera 21B No. 60-28,10.968588,-74.803558,,0
20227,20227,Carrera 21B No. 64-26 E-Jimenez,10.968683,-74.806353,,0
20228,20228,Carrera 21B con calle 65B esq,10.968805,-74.808722,,0
20229,20229,Carrera 21B No. 68C-14,10.968897,-74.811058,,0
20230,20230,Calle 70C No. 22D Esq,10.97084,-74.810918,,0
20231,20231,Calle 70C con carrera 24C esq,10.97373,-74.81023,,0
20232,20232,Calle 70 C No. 26B-44,10.976285,-74.80979,,0
20240,20240,Carrera 27 No. 72-10,10.97793,-74.811912,,0
20241,20241,Calle 74B No. 26C7-29,10.978673,-74.814658,,0
20242,20242,Carrera 26C7 No. 75B-68,10.979957,-74.817132,,0
20243,20243,Calle 79A con Carrera 28 Esq,10.981678,-74.818478,,0
20244,20244,Calle 79A No. 34-22,10.983975,-74.817752,,0
20245,20245,Calle 79A No. 35D-50,10.986227,-74.818177,,0
20246,20246,Calle 76 con Carrea 38A Esq,10.98725,-74.815938,,0
20247,20247,Calle 76 con Carrera 39 Acolsure,10.990147,-74.814012,,0
20248,20248,Calle 76 No. 42-78 Uni. Metropolitana,10.993075,-74.813575,,0
20249,20249,Calle 79 No. 42F-94,10.994873,-74.813843,,0
20250,20250,Calle 79 con Carrera 45 Esq,10.997167,-74.81255,,0
20251,20251,Calle 76 No. 43B - 05,10.994847,-74.811178,,0
20252,20252,Calle 76 No. 42B Esq Uni. Metropolitana,10.993117,-74.813703,,0
20253,20253,Calle 76 No. 38D - 63 Acolsure,10.989677,-74.814318,,0
20254,20254,Calle 76 No. 38A - 53 Diag. Col. Betania Norte,10.987803,-74.815632,,0
20255,20255,Carrera 38 No. 76 - 106,10.9869,-74.81724,,0
